userID-bookID,prediction
u24203080-b19272636,4.570092766722758
u64375304-b15164651,4.077379447637882
u51474030-b79410080,3.5435326977602504
u71136919-b21725829,4.027761402341048
u51413837-b30287071,3.8689747468927056
u05103190-b08169279,3.1354536146481267
u63157536-b31459512,4.330101281774803
u96831662-b48968440,4.2181468599198935
u54424010-b28725928,3.0205015941231266
u80268253-b07972952,3.9769191884672215
u07441002-b95010536,4.221316011130681
u11788658-b25543219,4.303911396015574
u08670131-b02664495,4.308425936072464
u59165433-b85453885,3.5086496596445453
u58862091-b17892530,4.5875101298148495
u38751999-b11611028,3.1922470059190213
u57223029-b73071094,3.3864016660133482
u22132991-b33576598,4.661143659294923
u86886007-b94253825,4.07043961835044
u32757419-b10052565,4.226803204717244
u38153205-b22145476,3.735322796782419
u27716226-b01227958,5.003683200377531
u18599295-b02664495,4.50677557594484
u71616100-b61816531,4.215718108391453
u29117104-b68077231,4.409275029161666
u43054948-b92983199,5.01177061895857
u58715232-b62817414,3.9163457822978747
u27481994-b26596127,4.180324192198784
u43164354-b14383282,3.63158887857875
u66519709-b76800235,3.528386481304686
u94171099-b34799447,4.305780759710311
u11062955-b71635958,4.241288418616148
u81010698-b59018402,3.738189577622366
u18755297-b89992255,3.227120619694982
u03305929-b65149363,3.977139524179647
u00814347-b00103111,4.298334554667664
u20636356-b70423383,4.5180143588493715
u20952416-b52830033,3.9999164853871885
u85966093-b40322424,4.143425998459596
u95693969-b20783686,4.877250149286089
u03934143-b66316637,3.941320053125348
u55638717-b51395704,2.97297735437325
u42413149-b13166996,4.004737676967864
u49458087-b93497672,4.388611737051572
u72975250-b41559694,3.656718014899594
u34329999-b17319783,3.1328875869778416
u55169692-b53019905,4.5434927255976385
u54057853-b43497777,4.401849081297077
u65272444-b56615987,4.276723763660739
u03647859-b12215319,4.394394984635697
u93112443-b24253519,3.2711598374922537
u32956415-b36064954,3.2356622467387117
u48268326-b83368051,3.7176268599193736
u63006686-b90739250,4.253781839995399
u75317914-b01695489,4.093863849739224
u72307279-b42591517,4.731731456916216
u70298752-b20383783,3.496386925513709
u10391315-b37513329,3.9411460658647397
u30785510-b88993982,3.8321761191729617
u17995164-b07609730,4.700170922965862
u25591578-b79272622,4.296890293508764
u51091862-b33056458,4.298600761612074
u56304597-b18913544,3.360242329303237
u45218598-b10582611,4.3960553761621775
u97594241-b10191941,5.099527885620016
u28447322-b97771262,3.6101404367598167
u60526545-b21008996,4.077988235776489
u55222976-b76394103,3.409513620761678
u71716363-b75913136,3.291320461209452
u76724585-b01742753,4.093821693721556
u83015217-b42392516,4.404640860394796
u73230627-b78464800,4.363222042355656
u64567012-b06706456,3.692381174806246
u29629463-b42934425,3.8649707419879755
u30357282-b86626886,5.035007437161028
u09082067-b14032930,4.600251320430425
u22858892-b59273300,3.3411710506107606
u68635765-b05293201,3.8235805436255723
u67205543-b75426339,3.404169854136856
u16411696-b84887121,3.50364288240236
u40242051-b97472884,3.6188090274848403
u18551260-b87319345,4.189630617872845
u12471794-b98443577,3.9507554960811713
u11505110-b22036626,3.467955168990863
u54424010-b73404390,3.437629612249833
u85928495-b79436590,3.821962007998462
u08540600-b83261539,4.621447669866854
u86037339-b99026973,4.26320506777746
u89473979-b87299920,4.474281007272604
u70883895-b96347205,4.5602896178905805
u61468112-b90315939,3.7140882852036134
u65191707-b43963257,4.159628470902946
u84212535-b61163453,3.3343381527656932
u99931231-b07990728,3.773166034561342
u34133010-b04513212,4.255989520520817
u07165220-b14753986,4.436358117374736
u91335867-b86377175,3.867250640616085
u84461537-b57376948,4.456781624374567
u08413321-b58296614,4.063260312638933
u71948469-b47640783,3.3849290012478983
u81765516-b43469652,4.026423276399453
u21268188-b22660002,3.497073536935113
u48942407-b70343057,3.967629593729263
u59975999-b46969785,3.8408629125670712
u52902990-b41935106,3.4396498040834196
u88046109-b80016175,3.731175990075716
u05531852-b96347205,3.999927754395746
u47782656-b71027077,4.188044966121973
u68679783-b28507756,3.8517659451812496
u72515474-b16648006,4.268013475323058
u84223704-b15284370,4.14400469336381
u56209307-b74468581,3.1124743500880614
u56848080-b77472466,4.860085435379539
u58164352-b71457570,4.323779919328037
u91675942-b19533291,2.7479790991723543
u71135486-b67238635,4.657425417558406
u99798378-b13227346,4.398841791666521
u78285758-b55909759,2.7543044232380187
u31772381-b16755175,4.448732598827997
u03737052-b93502799,3.613315917143044
u51715251-b88341668,4.08479288902289
u92864068-b88782238,5.002075902735357
u14721926-b70306440,3.6732089583072574
u56625471-b78227405,4.085918374512914
u80782779-b90756608,4.889155156543833
u65209537-b73351796,3.23211449776161
u87720834-b72058552,2.9760314744161285
u60336442-b34256560,3.118551055722584
u90434348-b94661402,3.3656603564060648
u97664093-b68732015,3.652341286421967
u50937467-b98180843,3.4935187976325452
u75498121-b87733874,2.8336501169857113
u64375304-b01269762,4.331464818487842
u88019845-b21860227,2.8776672898860456
u01967984-b69556078,4.132911021069072
u13351413-b89958186,3.4126608583997435
u08794053-b69699510,3.7514432250291936
u63829721-b51157071,3.2766085696714575
u65904404-b36481728,3.556901894235867
u47342099-b74545786,5.1848489871163315
u56431547-b79284264,3.5868926619784265
u90212824-b25060745,3.8606325899494376
u74968371-b31693226,4.062953316296634
u63151564-b52985215,4.249799657810792
u47322008-b70047444,3.909426178139481
u00007997-b55758128,3.08710433880879
u48705379-b22265648,2.6058063252350117
u20285097-b23178965,3.6434090285374943
u48866929-b09255045,3.9269722433276417
u91187266-b75660635,3.028340285373845
u59486758-b10582611,4.1304881890725005
u50829263-b55929954,4.238106360140178
u51756780-b97932797,4.102286634478702
u71352502-b06644604,3.1331937829083265
u30363598-b93560343,3.517346544409099
u31475416-b86854613,4.633738619062313
u57687197-b38234111,3.4986072325796034
u20245093-b73346479,3.25219466584286
u03664791-b80466863,4.431234655077816
u05898511-b09255798,4.453499800044335
u53244296-b24398700,4.215379696611604
u48464969-b17566514,3.1417966752236683
u87857324-b26429384,3.3626196560732136
u43905871-b59429670,4.4023498411557105
u93315354-b99883121,4.0721275933945265
u63151564-b73499861,3.5402350299181924
u41514806-b59764633,4.147781690213671
u50377752-b18242650,4.480537346228191
u53411020-b56722084,4.0491296940500705
u09179708-b64882586,3.943241397918966
u73010903-b83352894,3.3482740166156204
u23771013-b00103111,4.5776820984445665
u26454482-b81102726,3.827060195185363
u35916086-b18913544,2.480082511386257
u76089057-b64623569,3.6747270361432296
u59895123-b97993523,3.9615718267674596
u28407055-b14697389,3.6641963306278886
u82703209-b71293344,3.96990141686818
u54612733-b24834372,4.093608187657639
u06254839-b36893772,3.7125005882635946
u74226068-b41598050,3.9489958676823362
u32319833-b90557194,4.358811026933517
u27637190-b90199200,4.723739715166632
u03658108-b08778865,4.110100522028491
u34437501-b54883246,4.5511207218290535
u97399898-b07066072,2.7951461818311643
u43982572-b52830033,3.230127858471848
u25005804-b25986432,5.202131670626484
u27823926-b79207956,3.7483087470961554
u42938997-b47123683,3.5608732041992632
u36347054-b17106869,4.020860476053374
u54618312-b49779184,4.3895472149545
u02333442-b08986700,4.408309093452104
u87971844-b93005268,3.037798846407338
u51584917-b28684105,3.807819366886812
u95342462-b23276108,3.588858572896413
u61542048-b92599839,3.027717683767518
u99360872-b45872549,3.4174090585401076
u52810563-b74223340,4.268846829574133
u44675291-b59884823,3.3184777713857856
u92048713-b27700263,3.675792478005523
u78706286-b24656234,3.8568944310896462
u69035653-b87472603,2.2058346152556245
u23577128-b50099578,3.0179285341445876
u98120679-b93232483,2.9029022990498055
u50789795-b78330205,3.2320653700852637
u89450254-b23680977,3.245968513365534
u59895459-b61333431,4.443692557286252
u11789362-b39200579,3.3186705722663445
u41411887-b07234912,3.8527016808203443
u17666619-b21646608,4.079341374259056
u60281081-b83087117,3.370767407103097
u41698240-b20566928,4.153732246854716
u16457082-b88387955,4.887193057115446
u62398207-b43563230,3.3912242630948954
u63596795-b94751288,3.7573858528512973
u16043789-b91936052,4.542678877463044
u86922473-b02830492,4.796469437256201
u70794911-b70306440,3.9000221067553107
u01715325-b56324433,2.741069460183958
u37765074-b62632326,3.5205260145260855
u98410099-b02721112,4.133850641540746
u66548000-b18427843,4.322556096710388
u90836446-b93221763,3.988181721475027
u23931200-b36975218,4.894646763242161
u52875674-b23946982,3.6584332407308895
u38148261-b60395658,3.9491525048417038
u69680364-b02231456,1.6849504608821164
u77053727-b14934024,3.300654692098646
u95855343-b05916656,1.2510231093250053
u92768737-b32651260,3.82544059122485
u81918645-b74468581,3.8446686024529555
u69723248-b21117330,3.025597883661591
u14118193-b17700065,3.333258261075557
u26994392-b12943856,4.231170961504281
u51680882-b12903438,3.043905003823953
u10796198-b93681478,2.8841574004179575
u85045642-b50241522,4.4471968166616165
u91423150-b99073413,4.1638382616548535
u48745342-b60752259,4.698546442091506
u25527872-b10595784,3.7074428929438845
u43301119-b95441156,3.858952763136799
u61738873-b41883941,3.754776075146271
u97462863-b46263957,3.76234618353447
u53570831-b65970157,3.843023636539543
u77013573-b61485129,3.614887610007724
u90361811-b48364397,4.780819191577587
u93224864-b91038651,4.272674566918201
u67394330-b03128760,3.9998053628158035
u98137092-b09937763,2.61249294121773
u84806724-b22322974,3.140330856472548
u95863873-b82920621,4.389276903474005
u74080768-b55711787,3.4479026657753034
u07575428-b55544119,3.5950895269872243
u24028860-b05546362,4.8310138857806075
u80742509-b11544830,3.656389714426015
u00680876-b34825339,3.860351068384856
u48424976-b46250391,2.9745838324988942
u05184171-b39244888,3.887185625490745
u03388657-b42773397,3.598246175463255
u01959398-b18427274,4.907635026962615
u36178259-b27123546,3.6329281362831067
u62662766-b64789999,3.7265465954151082
u33610907-b11864726,3.868456663893423
u71878850-b98007762,5.217912967413287
u64410319-b83231852,3.787971912839014
u59948927-b16469895,3.5423842937588805
u52970007-b55228505,3.9154254359360747
u93859740-b88683787,3.582500380848332
u20146514-b38392740,4.531066997641332
u96652855-b57678335,3.175463484988846
u10946306-b27883652,3.557847754643282
u01110328-b93362418,4.837072682472121
u25681522-b30216374,4.114016114255193
u17327246-b47123683,3.049660248445577
u25133364-b17037634,3.8475457575650016
u92864068-b46929857,5.222280128312029
u08342200-b58049118,3.8719215067431296
u50083678-b16562997,4.116838131188439
u89648987-b25858639,4.397296358620688
u75303686-b77865298,3.616280882273593
u52905381-b96354555,3.4409843826227746
u07793951-b35285638,3.0953902055650366
u48499441-b49973087,3.9520223657641105
u23473045-b55652646,4.642105242923901
u06047948-b78464800,3.6109537968891594
u45365323-b75250740,3.5407011845758354
u84807694-b25016327,4.345935279907994
u37984762-b39961540,3.093136869327117
u74365385-b79110348,4.378742631977795
u54574512-b66166718,0.6913198668654086
u64606609-b56910255,4.371135322218421
u94045434-b65684502,5.008874298686279
u84427236-b68368617,4.1741553672687495
u15988003-b08176289,4.080248470847753
u31413801-b91205232,4.510076277904384
u52917874-b16586595,3.588983027137079
u16754431-b88640297,4.130976948009159
u50779979-b49351989,4.177723786831216
u89646998-b36555865,3.924967428784219
u77005476-b92840122,3.5848556640210663
u24047429-b37502786,4.098068074214562
u69996491-b52830033,3.7530846841256476
u73230468-b63707063,2.932223754080326
u01513163-b43917236,2.9721123570450465
u30313239-b45985952,3.8407641605423515
u44119792-b30589225,3.762058775978879
u73769448-b46549464,3.5405487806677725
u68375581-b58950783,4.468989903113877
u69021430-b45607037,4.754597378809
u21785291-b14054631,3.788830156289054
u64015490-b12129770,3.7211350112118273
u85858096-b45255679,4.051323132680986
u55844848-b65050854,3.4617281092297962
u00405736-b98022746,4.583416052134201
u69957555-b96409169,3.618864278741702
u94434459-b16499800,3.948226451752207
u63502783-b75687427,3.2239413258547227
u67585435-b57930750,4.265924773150537
u79013964-b16794788,3.449166124944663
u29018367-b87567799,4.353253984858204
u66883871-b02181729,4.331777203108353
u22248226-b25503360,4.366545051174072
u38751999-b01248843,3.664167288393924
u56882043-b78007259,3.862544795722582
u30320833-b88657698,4.290927069882773
u07701046-b12027893,4.210283414227929
u95855343-b95924475,1.222556099139433
u26702774-b13058481,3.4905310646437258
u65209537-b86626886,4.0838270871448
u43494656-b08652512,4.375835007073691
u09005416-b01692831,4.0500917601886615
u61344615-b20303792,3.8240013938472854
u23442393-b73259801,4.799785736715389
u28764332-b02899893,0.7995029727546564
u71853659-b31629269,3.5301090625833864
u27106332-b50125162,3.0381025565818494
u90615477-b72816302,4.370628630591348
u75070506-b33303330,4.446115260150206
u16938608-b52419599,3.3996014084775505
u10603537-b45160608,4.353806741704176
u03694964-b93122796,3.6376437044662637
u45306949-b52126191,4.624298161812067
u70583941-b31568344,2.700258350010498
u25839527-b31033827,5.143971982934513
u56560136-b79666901,3.1012948896831958
u55855777-b24253519,4.323829587343605
u29699092-b31955325,3.6173840699498583
u99766855-b47584701,3.6565115261358567
u15739650-b00226878,4.119521866452847
u46744354-b43511664,4.546985148712441
u80141418-b87299920,4.915523943346726
u22546816-b56506980,4.434107183393807
u98640964-b73259801,4.5113359704931995
u04161252-b36555865,3.9577635048991686
u93697444-b46579814,4.373283396673111
u97743642-b45160608,3.798955266297925
u99754170-b78464800,4.2080819688747155
u73564442-b35193045,2.804581273041128
u70262488-b57168174,3.9905605397779635
u95932680-b82472522,4.190533480716006
u34656875-b21657073,3.6900294601427004
u54800619-b52134151,4.522019039934875
u62282382-b82367740,4.228783505979944
u66241822-b25543219,4.388183457269513
u39338306-b37056814,0.7956909447432899
u49740071-b81910124,4.683781988812704
u27992673-b39056529,4.742496626777544
u40713990-b75123737,3.884830151864743
u52900334-b75743714,4.07954150252411
u23903007-b00504123,2.701678894827935
u97059491-b91993012,4.5983859012247015
u56053020-b74643034,3.3790941088533826
u04138912-b56910255,4.324246121765049
u12964695-b91506977,2.9989692536186343
u26111900-b26504736,3.565636783513505
u54554330-b76373308,4.3438370009114315
u56882043-b54753020,4.177309769589527
u10863301-b46226751,4.361212075721324
u65912000-b30178176,3.8311892406165136
u33447921-b95972509,4.726555470271837
u90253795-b83607919,4.366742625684961
u43168552-b71788608,3.779809685428308
u38642409-b04153246,4.897260962551631
u91264361-b31514584,4.193551039385528
u58998806-b13620341,3.507035951804189
u22133909-b84268907,4.44373462203703
u44584802-b83175778,3.5512500183397915
u76341996-b37245447,5.077066935603357
u14470745-b01341086,4.531851666915164
u69310101-b25029207,4.412994146085326
u42268255-b80851749,3.6788005926180474
u20435552-b66077808,4.726957146863049
u90979466-b23538185,3.2848802458598767
u02333442-b53663899,4.348968490553055
u93483823-b51527269,3.836610855791126
u66325627-b61875023,3.9652541464864606
u76384132-b31265264,2.615010098174622
u40054051-b25106546,3.5325877214145915
u98631744-b24178664,4.291953451797409
u59340724-b11409213,3.612456223957638
u12363021-b39416238,3.5441903861095545
u44274890-b97932797,4.862976327666195
u65746323-b08229577,3.219569371023596
u96978212-b89640061,4.497625723873834
u46986025-b73588874,3.6731482636989217
u67885500-b91568948,3.834011184429459
u74965159-b73858042,4.352459643867146
u11201454-b92150902,3.6705060635638826
u30193623-b63525763,4.704840033814605
u26641181-b50339604,4.311505410067703
u26190516-b63866301,4.248759119747908
u76280765-b17330176,3.542045764619259
u40481049-b36440778,3.6702158465886465
u27713945-b61266299,4.125420624853729
u86881740-b78257544,3.5417532488069705
u90434348-b00089559,3.731272692043245
u96855574-b78767037,4.950227303743873
u38937296-b08935564,4.526880807119021
u47454981-b34253898,3.7115882421454525
u76493122-b04321058,4.529675104991186
u13662718-b38040199,3.3507559042024884
u99059890-b96213089,4.676107082778916
u56447860-b66633259,3.591434176974716
u86027650-b77347938,3.361720663488828
u94366160-b89515664,3.457754095273751
u40288320-b53547767,3.117281798796542
u96165389-b93310655,4.412395179619742
u95202134-b84304802,4.070800480868837
u54612733-b79207956,4.135861573066736
u80107764-b73448463,4.547950136739152
u87699195-b02365053,4.202825427751573
u86977924-b39770061,4.792012466611116
u91246485-b36555865,4.281797257730119
u43435403-b15780130,3.8600462107868574
u77024550-b52453648,4.518795312372456
u87603221-b38443676,3.1654564226223116
u32802236-b49043479,3.6505504836783373
u84853606-b39416238,3.7651022244121757
u03917685-b41716881,4.868164155423755
u44133662-b71979842,4.825907275984844
u83387240-b25126145,3.82496457548781
u88033671-b95176169,4.514787687525565
u93619558-b20224721,2.9923214225824917
u36567767-b28243795,4.807261591182228
u84783636-b79035604,4.7011879298166095
u94091688-b74909064,4.460140130679482
u01952275-b09428776,3.4938377426039398
u31404327-b82570993,3.7865748464598847
u99059890-b96396550,4.263776946617896
u36661221-b02268479,3.342980961969787
u96781404-b32863531,4.04369551217463
u88227749-b66624638,3.544543343192269
u75061750-b67398117,4.333537389752542
u54024268-b86901830,3.1776875997834386
u47777305-b32787198,4.324050557054366
u52403603-b04122285,3.800440875844941
u41193658-b54857757,3.6789528340270143
u65051906-b18786380,3.615350068266864
u25877253-b98180843,4.142681388465606
u13910972-b83324536,4.084823681818406
u09100462-b70254183,4.615100717788773
u22364963-b14944513,4.214487826719373
u20280784-b91902760,3.235531593050393
u05414893-b06473555,4.210484843545715
u93619558-b02531938,3.487213429684912
u46053847-b84783389,4.341308656833254
u75175922-b05293201,3.931130854679515
u79557262-b59846199,4.324625810465834
u13672435-b18038326,3.8311800036897403
u49234238-b14025985,4.228930229865555
u73258991-b31579378,4.144846400538459
u25446200-b23882378,4.130855288912694
u18665985-b32787198,3.065457317054725
u69201737-b08671196,3.599418112896545
u26190516-b02972423,4.016458443254434
u40728392-b20300754,3.7377377792575053
u12368418-b09744152,3.453949445115462
u26757800-b98969438,3.319940017158176
u80005756-b27907353,4.461222266080754
u34883517-b10876672,4.713127395121842
u70048165-b43458346,3.9369152460838954
u52747132-b15080142,4.3925279980872025
u22883453-b07234912,2.4953090816435437
u32396039-b85950893,3.5047555173157865
u66790350-b70747161,4.990049407906888
u43358934-b48731903,4.346138877595191
u92752757-b52321012,3.3674793323461376
u37793187-b00018394,4.476516504263838
u88900324-b96213089,4.085116544283538
u69983706-b11325351,4.124350061552891
u28817749-b28956767,3.8404038874787307
u17517440-b23614452,3.0891546149052846
u68184703-b10016143,4.371011466206551
u01715325-b68435365,3.8031188341712854
u44850342-b48699614,4.5864873463575675
u94478200-b41426361,4.606681390039532
u78157509-b66210765,3.325268633402585
u45099294-b46935405,4.028673520363573
u79202647-b07236578,3.743625806174149
u84452272-b12943856,3.867611575195895
u64546403-b99300858,2.9841828571491487
u34550392-b11864726,3.605066968593718
u17059388-b24917944,3.3060014770595325
u69604201-b12652884,4.608344371318029
u70048165-b65590495,4.438398381416936
u21872880-b14721894,4.853008058727854
u62585303-b54525145,4.036058205004481
u66391301-b92760793,4.610272398606534
u16190395-b26155881,3.8881962218598325
u92608680-b44179513,4.57174517407022
u44051101-b07965412,4.411981539610978
u79014911-b50940699,3.4109772202263065
u03313048-b30678275,3.687333121204964
u82729492-b00103111,4.178062980058687
u38309884-b66077808,3.9658862204221617
u91685053-b98147779,4.223194428735161
u37888795-b80820222,3.756161681053264
u30718669-b62258947,3.376921666890069
u67529894-b05661301,4.618342613501569
u40766122-b82028485,3.850413867231379
u94889299-b05728485,4.517145108257354
u18627354-b00738329,4.409329129903083
u55447449-b46681244,4.380572824097601
u12320253-b28452642,4.0343666348849405
u70443815-b54902173,3.325093193164615
u25315169-b90948042,3.131493514889997
u11468635-b15148639,3.2439045217479063
u81043410-b42987504,4.092661816468966
u20494296-b50614745,3.5949577482390547
u70376824-b39463640,4.272845623214803
u21963848-b09798441,3.9506355481656668
u55649017-b78590524,3.6915865918654687
u69083644-b57056874,4.1757391040725444
u50083165-b73552543,4.138221450060198
u68889436-b42065124,4.001499401113517
u02694092-b13324922,4.0219152648453695
u82579037-b90386161,3.796510665077724
u46972956-b72804826,3.397219591613241
u98231897-b96075511,3.8932479546420926
u32396039-b18038326,3.7828922327190595
u53126866-b78539874,3.7437329794279717
u10514726-b27700263,4.2219110064972964
u38187602-b16164107,2.901341719414319
u71511820-b44677026,3.6014758255831376
u70003545-b38779837,3.5571297652848424
u73626386-b89255603,4.510771738771118
u50001907-b62966690,5.1065655706245545
u11120350-b40748908,3.3839408267146482
u17412520-b23614452,3.8173721141602526
u46117267-b21191887,3.7871549056721925
u56491906-b32544784,3.488268101357778
u54947241-b96853632,4.584723813768085
u47411197-b60543436,4.00806414597697
u24714788-b82325873,3.905278115209191
u38309884-b14176439,4.206638250392501
u92771791-b82618782,3.3224580484464488
u97866019-b11055539,4.272941955838102
u02142126-b14820814,4.1092615953028
u71771912-b73772516,3.908231293176796
u11239731-b76049273,4.154473067025034
u91883833-b55614632,3.31841628983914
u59970950-b47543082,4.403339769911357
